sma intens int_err eps ellip_err pa pa_err x0 x0_err y0 y0_err rms pix_stddev grad grad_error grad_r_error sarea ndata nflag niter valid stop_code tflux_e tflux_c npix_e npix_c a3 b3 a4 b4 a3_err b3_err a4_err b4_err
1.8279516936862639 2647.84751651247 99.7969873098204 0.10499832949860335 5.301017208095856 140.34282242982292 562.5587822344248 1184.5269712494032 5.972940064577696 1383.4688448584536 7.096518677048419 244.45169677606802 345.7069049258308 -53.443437311303356 273.3510987614876 5.114773908894395 2.0 6 8 1 True 1 11296.303 11296.303 4 4 1.8125388562227527 1.3131488643304303 0.28809889326086874 2.2311004335406026 9.575158083078685 6.878832681965859 2.1557660373896694 11.519906767116392
1.9741878291811652 2606.183956553859 92.16142876543391 0.10499832949860335 3.2092557470673877 140.34282242982292 340.5752384490682 1184.5269712494032 3.9053234457421446 1383.4688448584536 4.639959625545759 225.74847444117287 319.2565542397427 -73.22037892672635 233.86328782159717 3.1939644570213246 2.0 6 8 1 True 1 11296.303 11296.303 4 4 1.1288861534359265 0.8261413752002313 0.1654363569536712 1.3937819728203609 3.90193394262503 2.7961581125910198 1.1158306250189993 4.559237547031135
2.1321228555156586 2567.8972909401277 85.15057840655187 0.10499832949860335 1.2931351735351209 140.34282242982292 124.70863222281658 1184.5269712494032 1.6293423188118166 1383.4688448584536 1.9380572856734348 208.57546839890358 294.97025618805037 -109.17279558508984 200.0647642407545 1.832551444419347 2.0 6 8 1 True 1 13992.6 16553.227 5 6 0.7267905832964072 0.570950679710698 -0.13614481156198366 0.8219802455673778 1.5399174715933 1.1448577657537093 0.6480491943271686 1.60981888874947
2.3026926839569115 2534.255402874951 57.92915322086455 0.10499832949860335 2.5475580246375293 140.34282242982292 333.2982280659051 1184.5269712494032 3.638417086606096 1383.4688448584536 4.302746553976038 163.84838828347142 231.71661288345823 -32.1979258981496 252.50536406762356 7.842286638784238 2.0 8 7 1 True 1 16683.99 19244.617 6 7 0.688155429448012 1.5881120455350355 0.3457382971431904 1.279956172196145 5.5380219940464706 12.501234114013078 3.01738296565473 10.111756689150678
2.4869080986734646 2493.369179671947 46.374441417709704 0.10499832949860335 2.714692955765071 140.34282242982292 346.21998235910723 1184.5269712494032 4.6042808605246215 1383.4688448584536 5.45905695743784 139.1233242531291 196.75009200120496 -75.41070400881412 188.7812901147709 2.5033752515121175 2.0 9 7 1 True 1 19244.617 19244.617 7 7 0.23309484949771475 0.34259595675373394 0.0693098978865145 0.33356839278399597 0.7364069590450293 0.9327033163996654 0.47997715196206703 0.9176607480395578
2.685860746567342 2447.59832245759 33.508013637914374 0.10499832949860335 0.45830034207709786 140.34282242982292 115.01548509951668 1184.5269712494032 0.7458523849917724 1383.4688448584536 0.8350643562728248 111.13350870707364 157.166515247652 -137.49239298011423 126.5153236796344 0.9201623518032197 2.0 11 6 1 True 1 26874.012 36773.227 10 14 0.03831711764658709 0.16998734451321731 0.04302947346518863 0.1474764380987844 0.1494765975932794 0.20342028472924947 0.16244727451519986 0.1867894249298304
2.90072960629273 2401.4562199579345 22.86137711768109 0.10499832949860335 0.1828165718555455 140.34282242982292 36.36959899499359 1184.5269712494032 0.24875229363530207 1383.4688448584536 0.2750814337584675 85.53944056419621 120.97103696369356 -187.80962943756353 80.63996432524864 0.42937076531561463 2.0 14 4 1 True 1 39222.84 41637.7 15 16 -0.009393110598064977 0.07893782496573959 -0.001408464146529485 0.08366620790944343 0.0626339379854209 0.07224678035603008 0.06377336044001203 0.06991544024777042
3.1327879747961487 2342.6863197966136 18.53759513997893 0.10499832949860335 0.15124295011437386 140.34282242982292 28.34713638592325 1184.5269712494032 0.22969799016288847 1383.4688448584536 0.25863729887954146 69.36132978852687 98.09173329116767 -189.48407947979564 60.18511524614569 0.3176262375782506 2.0 14 5 1 True 1 46454.297 53446.78 18 21 0.008355001507307789 0.06493552653638156 -0.009107597586568051 0.06964408535454521 0.04527398402282479 0.05136372180664366 0.04481623395650109 0.051066315231134383
3.383411012779841 2286.522340123996 12.472422782881392 0.10499832949860335 0.08314960577137534 140.34282242982292 16.13298964006288 1184.5269712494032 0.13350395861898476 1383.4688448584536 0.14902557004450717 49.88969113152557 70.55467782080818 -199.32060852028613 38.0957747011259 0.1911281276127985 2.0 16 5 1 True 1 53446.78 53446.78 21 21 0.007638042394642153 0.03204987801301669 -0.007288770168967127 0.04325202761820008 0.02756095819672519 0.028654066393509463 0.02687733596839717 0.027172968611219758
3.6540838938022286 2226.8945835331724 8.28517503502733 0.10499832949860335 0.0370897886716859 140.34282242982292 10.833822031382443 1184.5269712494032 0.07362869105183865 1383.4688448584536 0.07675078661829995 34.16065179614818 48.31045706961759 -180.73226116169204 24.16863397050879 0.13372617492394637 2.0 17 5 1 True 1 60202.527 80040.97 24 33 0.01856045514552313 0.02031341956503272 -0.011725159843444482 0.02317463531370621 0.017760895652286092 0.019204492397194312 0.018262501597394343 0.019116508600787577
3.9464106053064074 2170.339019006579 4.390323859873626 0.10499832949860335 0.017988514879136126 140.34282242982292 4.895205068029118 1184.5269712494032 0.03630427782970077 1383.4688448584536 0.03707303568223326 20.118991413241588 28.452550517874098 -171.56786542854564 12.710084206921179 0.07408196269839737 2.0 21 3 1 True 1 86663.445 97296.11 36 41 0.0141129441990478 0.0057640992348397604 -0.010985078622745049 0.013830683716456623 0.009189486005990627 0.009426347966932945 0.009554968081939926 0.008554282536724498
4.26212345373092 2116.704162320259 2.601667798426347 0.10499832949860335 0.010555225252013611 140.34282242982292 3.0511837541385547 1184.5269712494032 0.023821724643381715 1383.4688448584536 0.023734083652598874 13.008338992131737 18.39656942661946 -164.70634745094586 8.773118187863384 0.05326521001551724 2.0 25 1 10 True 0 97296.11 101487.97 41 43 0.01782506236562595 0.001266777234717156 -0.009253416835341885 0.010003094819177064 0.004282536065015007 0.004111549109100284 0.0049795825038362355 0.004689691271405542
4.603093330029394 2062.0431144397044 2.269755046167378 0.10915046052269042 0.010174237979500164 136.6930869740354 2.787152111054068 1184.5299440754827 0.02453303853824901 1383.523598295027 0.024487299443307266 11.793993182093224 16.679225112652055 -137.08019377803726 7.577152002706966 0.05527532310740696 2.0 27 1 10 True 0 105676.3 130053.72 45 57 0.019161901039487075 -0.0002280682673144209 -0.0026618894265141775 0.010476841499161808 0.00406543815694284 0.0037377351142784407 0.004977000284750107 0.00492336839945364
4.971340796431747 2010.7093385971189 2.4769792325050926 0.11019418149985187 0.012232253370802325 136.45035301302758 3.4246687411593064 1184.531190601594 0.03259338819264761 1383.5742607658208 0.03247725894296616 13.566974001148727 19.186598632787707 -111.5082231211141 6.781747175522719 0.06081835927164545 2.0 30 0 10 True 0 138207.22 149995.06 61 67 0.021368376955995853 -0.0003032929537005146 0.00468522720335467 0.005498330931167896 0.005479750987762836 0.0052221587068693506 0.006586579956996026 0.00646027321457187
5.369048060146287 1967.4844210740553 2.2016932396927325 0.11616096294637192 0.011959040911619269 138.4695997815201 3.1620489009781854 1184.5490719227078 0.03454176595201746 1383.6134571327575 0.034195578812502445 12.45465775903448 17.613545917541863 -92.94753566888268 5.49126136319842 0.059079149583487076 2.0 32 0 10 True 0 156008.94 169499.66 70 77 0.01790342619389793 -0.0028898328621080097 0.0036885014082976494 0.008032936538362328 0.005759893232175136 0.005606549968376287 0.006381905965035165 0.006328967605822588
5.798571904957991 1928.5367772646823 1.7548169580085593 0.12205138445238418 0.010923638303701999 138.6754978350633 2.793519615294578 1184.5678487302546 0.03437450988929105 1383.6390166500653 0.03404642776913167 10.381637128314805 14.68185202649887 -73.63522275989371 4.72580892170788 0.06417864636761644 2.0 35 0 10 True 0 173451.05 205966.6 79 96 0.009696159314327353 -0.008392853272427645 0.005453714845850468 0.003288438830698822 0.005751136615089025 0.005604476208445994 0.006059463323296049 0.005909647055856321
6.262457657354631 1898.5718008913957 1.9451354544469448 0.1357375937988769 0.012670601707672667 135.1760029910066 2.9042466559291524 1184.5782720041905 0.043033819353538096 1383.7185566301112 0.04300800567350834 11.831797058664474 16.732687867609396 -64.1294197110054 5.2261144248792455 0.08149324363810484 2.0 37 0 10 True 0 207862.69 230294.27 97 109 0.012682834568503127 -0.016409716138004377 0.012935314923271992 0.0002260873808493811 0.006320919147968569 0.006298809942797983 0.006923605475174827 0.00675356228036348
6.763454269943002 1873.1170278934528 1.8161533607855573 0.15729826974947278 0.011677991183191043 129.93294584565018 2.3140685653133417 1184.6089926111724 0.04274120551865065 1383.756517196717 0.04370359587736108 11.34187410289033 16.039832179035685 -58.67625695094356 4.492614336802842 0.07656613714400536 2.0 39 0 10 True 0 234271.42 272836.25 111 132 0.006404670783745562 -0.019767811628867617 0.018524008476297215 -0.009444198984961372 0.005802198781167665 0.005966137195675561 0.005953540334806915 0.005817683871527509
7.304530611538443 1848.5384400176222 2.1020967984447934 0.18127411865160312 0.014070658873099733 127.85330393938557 2.4782185979967846 1184.6706139889238 0.05641432157764549 1383.7685661156129 0.05835512179789844 13.623144273674038 19.266035393995192 -50.23009967869635 4.169409839267619 0.08300620277359223 2.0 42 0 10 True 0 264023.75 316525.12 127 156 0.0005665445124131995 -0.022018302991743316 0.016303318752552958 -0.025982245614974787 0.007676489021366838 0.007786998185859613 0.006998623184023401 0.007107915226887707
7.888893060461519 1824.467161438085 1.9176946351858442 0.2011770335424274 0.0148201540173011 129.55275721817898 2.387502258610546 1184.7609810490314 0.06532045887918733 1383.8055435276435 0.06721197863004763 12.864286693086623 18.192848711618836 -38.754428348396445 4.0038770492924085 0.10331405261092126 2.0 45 0 50 True 2 302469.38 368537.25 148 185 0.0054563727535146276 -0.0265497184079338 0.0032748157654243324 -0.035543224439416064 0.008255110145001162 0.008538643594553492 0.007389209005555932 0.00813011047301898
8.520004505298441 1809.282375835484 1.7476068865324044 0.23753883309199636 0.013981604185160692 133.62358081282596 1.9346082480364066 1184.749439484297 0.06881592859750821 1383.8550841651695 0.06945467074814243 11.980989191348423 16.9436774050504 -33.357668068525044 3.5023677073466644 0.10499438090672045 2.0 47 0 10 True 0 327929.62 426977.5 162 218 0.009268726401047624 -0.0190436757377869 -0.005539662463453531 -0.029459867010699577 0.00850007146988819 0.008589414739520459 0.007818249422787669 0.0083154193239903
9.201604865722318 1795.1078633662585 2.0400977794848876 0.26934947056034936 0.018741640653893516 133.62358081282596 2.344066141408619 1184.6697980945346 0.10223254929681261 1384.0961848596783 0.10330303691237733 14.425669741573818 20.400977794848878 -25.631334359000547 3.645439176867092 0.142225883592634 2.0 50 0 10 True 0 367560.28 493826.7 184 256 0.013806725290144943 -0.024699235099500314 -0.01552257007626826 -0.02161389632966582 0.012189761551220781 0.01232657079152083 0.012302121437680065 0.012297665168572383
9.937733254980104 1776.087569184739 2.5420425941846085 0.26934947056034936 0.02644215481067784 137.84942629322313 3.3068794158766543 1184.464250846143 0.15826333382471758 1384.2533397865234 0.1548914190485277 18.680121780519418 26.41768156879161 -17.555516884369286 4.821809459312267 0.27466063751192704 2.0 54 0 50 True 2 424705.84 573311.1 216 302 -0.01745881976003325 -0.07116565094645771 -0.03676815243481009 -0.032587488946033236 0.019281326617526868 0.02680644589917577 0.022603214113435296 0.02182141160736289
10.732751915378513 1782.6637567993453 3.1290601228013935 0.3630120525292999 0.024868381174093887 137.84942629322313 2.5342426733353114 1184.064921597509 0.17559449210176128 1384.6148022184427 0.1711041153921586 20.03576071269421 21.415213647510125 -22.32101773711323 3.9031139819014102 0.17486272480361367 1.1424393419532628 41 0 10 True 0 431956.88 657025.8 220 351 -0.022379876297443077 -0.06388401363756051 -0.050160547321197645 -0.016457294118934998 0.01634922313563796 0.01903255165350496 0.01948731726743698 0.01739672464803949
